economy,year,gdp_per_capita,gdp_growth_rate,unemployment_rate,inflation_rate,life_expectancy_at_birth,infant_mortality_rate,population_growth_rate,literacy_rate,govt_expenditure_on_education,pupil_teacher_ratio
USA,2005,52649.5713054684,3.483549937943,5.084,3.3927468454955,77.4878048780488,8.0,0.921713167161207,,6.17098331451416,
USA,2006,53596.3152372,2.78453963938148,4.623,3.22594410070404,77.6878048780488,7.9,0.964253917136075,,6.16402912139893,
USA,2007,54152.8292651299,2.00385829825838,4.622,2.85267248150138,77.9878048780488,7.7,0.951055242772428,,6.24331855773926,
USA,2008,53703.9628961267,0.113587248258867,5.784,3.839100296651,78.0390243902439,7.6,0.945865287282592,,6.43608617782593,
USA,2009,51863.6183411923,-2.57650023426996,9.254,-0.355546266299747,78.390243902439,7.5,0.876651298802912,,6.73869848251343,
USA,2010,52821.4047643404,2.6951925838264,9.633,1.6400434423899,78.5414634146342,7.3,0.829616674709795,,6.6945538520813,
USA,2011,53259.2552138539,1.56440685438301,8.949,3.156841568622,78.6414634146341,7.2,0.726786704810745,,6.49768352508545,
USA,2012,54080.2286497215,2.28911338767897,8.069,2.06933726526067,78.7414634146342,7.1,0.733599941250847,,6.25388622283936,
USA,2013,54844.2425797154,2.11783009919846,7.375,1.46483265562717,78.7414634146342,7.0,0.692860276624581,,6.22925806045532,
USA,2014,55817.5632471958,2.52381981441982,6.168,1.62222297740817,78.8414634146341,6.9,0.733361519937424,,6.12920570373535,14.53749
USA,2015,57040.2082136605,2.94555045455233,5.28,0.118627135552451,78.690243902439,6.8,0.73621730882542,,4.93063020706177,14.45723
USA,2016,57658.6708825722,1.81945147474293,4.869,1.26158320570536,78.5390243902439,6.7,0.724676067451429,,4.78327989578247,
USA,2017,58703.1440782154,2.45762230356996,4.355,2.13011000365961,78.5390243902439,6.6,0.63264399508256,,5.09296989440918,14.19857
USA,2018,60127.2102775233,2.96650507100425,3.896,2.44258329692817,78.6390243902439,6.5,0.526435395564053,,4.89502000808716,
USA,2019,61330.6459767318,2.46703756313913,3.669,1.81221007526021,78.7878048780488,6.5,0.455381285963537,,4.95746994018555,
USA,2020,59394.778327105,-2.21346933290643,8.055,1.23358439630629,76.9804878048781,6.4,0.968999515833015,,5.39998006820679,
USA,2021,62741.0018131151,5.8002061284573,5.349,4.69785886363742,76.3292682926829,6.3,0.157342694282194,,5.42829990386963,
USA,2022,63720.7641611959,1.93549589483209,3.65,8.00279982052121,77.4341463414634,6.3,0.367472693654024,,,
ZAF,2000,4735.66553181957,4.20000000067826,19.841,5.33895102929212,58.47,71.0,0.962864025570883,,4.90881013870239,34.90296
ZAF,2001,4820.64433895753,2.70000000019104,19.725,5.70190018305717,57.261,73.2,0.885660412204392,,4.63617992401123,38.89617
ZAF,2002,4953.7364473103,3.70037440406668,19.658,9.4947107032486,55.666,75.1,0.910100943022538,,4.54569005966187,35.28227
ZAF,2003,5052.90993956202,2.94907546754213,19.728,5.67941771099112,54.331,76.3,0.924209372808693,,4.35209989547729,35.37191
ZAF,2004,5233.86627685538,4.55455990721774,19.634,-0.692030271024132,54.043,77.5,0.935290168887955,,4.50897979736328,35.54274
ZAF,2005,5458.23016635984,5.27705197295467,19.557,2.06284616504634,53.98,79.0,0.945094240817718,,4.52449989318848,31.39262
ZAF,2006,5708.82308621003,5.60380645895889,19.425,3.24390776468065,54.278,78.7,0.963593457802097,,4.52651977539062,33.04696
ZAF,2007,5954.16804814954,5.36047405394162,19.39,6.17780683499409,54.992,74.5,1.01387721267549,89.0,4.4466700553894,33.19107
ZAF,2008,6074.94267195276,3.1910438863288,19.507,10.0745755249182,56.022,67.9,1.13308133870917,,4.37424993515015,32.71282
ZAF,2009,5910.78824576381,-1.53808913525583,20.512,7.21531413612566,57.447,60.0,1.18929507013328,93.0,4.76118993759155,33.57812
ZAF,2010,6018.23075370279,3.03973288127956,23.181,4.08972989470464,58.899,51.6,1.19303600363508,93.0,5.13497018814087,29.51018
ZAF,2011,6130.97136731323,3.16855627858818,21.416,4.9992669696526,60.651,45.5,1.26340561811428,93.0,5.28898000717163,32.59666
ZAF,2012,6194.99275876379,2.39623238465745,21.786,5.72465791678297,61.846,41.7,1.32915852455183,94.0,5.52323007583618,32.93793
ZAF,2013,6263.10433363432,2.48546800826588,22.038,5.78446909667201,62.533,39.8,1.36162110707575,,5.35071992874146,32.02921
ZAF,2014,6252.31797718806,1.41382645223793,22.606,6.12983770287141,63.38,38.6,1.57629422132566,94.0,5.48977994918823,32.76808
ZAF,2015,6204.92990145846,1.32186223678229,22.869,4.54064227737906,63.95,37.8,2.07401685853513,94.0,5.48285007476807,30.3322
ZAF,2016,6185.74604725477,0.664552307858116,24.023,6.57139642173964,64.747,37.2,0.97200398206436,91.7372436523438,5.4442400932312,
ZAF,2017,6233.18710776586,1.15794695181735,23.992,5.18424664766128,65.402,36.6,0.387278487857363,87.0,5.59867000579834,
ZAF,2018,6253.11899645914,1.55678384721676,24.218,4.51716522786592,65.674,36.1,1.22553003994341,,5.64401006698608,
ZAF,2019,6188.70355773203,0.25993557687633,25.538,4.12024587014984,66.175,35.6,1.29507386292128,95.0,5.91158008575439,
ZAF,2020,5748.89784488027,-5.96335818439407,24.339,3.21003597454107,65.252,35.3,1.22317929511453,,6.17067003250122,
ZAF,2021,5959.44365737965,4.70306206485731,28.77,4.61167217803206,62.341,34.7,0.998920418563044,90.0,6.54902982711792,
ZAF,2022,6022.42750832719,1.91040617007184,28.838,7.03972661255866,61.48,34.5,0.841058243677696,,6.16726016998291,
