value,series,economy,aggregate,time,indicator
74.833,SP.DYN.LE00.IN,PSE,False,YR2017,SP.DYN.LE00.IN
74.554,SP.DYN.LE00.IN,PSE,False,YR2016,SP.DYN.LE00.IN
74.406,SP.DYN.LE00.IN,PSE,False,YR2015,SP.DYN.LE00.IN
72.622,SP.DYN.LE00.IN,PSE,False,YR2014,SP.DYN.LE00.IN
74.029,SP.DYN.LE00.IN,PSE,False,YR2013,SP.DYN.LE00.IN
73.466,SP.DYN.LE00.IN,PSE,False,YR2012,SP.DYN.LE00.IN
73.243,SP.DYN.LE00.IN,PSE,False,YR2011,SP.DYN.LE00.IN
73.004,SP.DYN.LE00.IN,PSE,False,YR2010,SP.DYN.LE00.IN
72.608,SP.DYN.LE00.IN,PSE,False,YR2009,SP.DYN.LE00.IN
72.413,SP.DYN.LE00.IN,PSE,False,YR2008,SP.DYN.LE00.IN
72.153,SP.DYN.LE00.IN,PSE,False,YR2007,SP.DYN.LE00.IN
71.915,SP.DYN.LE00.IN,PSE,False,YR2006,SP.DYN.LE00.IN
72.067,SP.DYN.LE00.IN,PSE,False,YR2005,SP.DYN.LE00.IN
71.182,SP.DYN.LE00.IN,PSE,False,YR2004,SP.DYN.LE00.IN
71.053,SP.DYN.LE00.IN,PSE,False,YR2003,SP.DYN.LE00.IN
70.969,SP.DYN.LE00.IN,PSE,False,YR2002,SP.DYN.LE00.IN
69.887,SP.DYN.LE00.IN,PSE,False,YR2001,SP.DYN.LE00.IN
70.388,SP.DYN.LE00.IN,PSE,False,YR2000,SP.DYN.LE00.IN
70.855,SP.DYN.LE00.IN,PSE,False,YR1999,SP.DYN.LE00.IN
70.632,SP.DYN.LE00.IN,PSE,False,YR1998,SP.DYN.LE00.IN
70.396,SP.DYN.LE00.IN,PSE,False,YR1997,SP.DYN.LE00.IN
70.055,SP.DYN.LE00.IN,PSE,False,YR1996,SP.DYN.LE00.IN
69.662,SP.DYN.LE00.IN,PSE,False,YR1995,SP.DYN.LE00.IN
69.413,SP.DYN.LE00.IN,PSE,False,YR1994,SP.DYN.LE00.IN
68.853,SP.DYN.LE00.IN,PSE,False,YR1993,SP.DYN.LE00.IN
68.592,SP.DYN.LE00.IN,PSE,False,YR1992,SP.DYN.LE00.IN
68.306,SP.DYN.LE00.IN,PSE,False,YR1991,SP.DYN.LE00.IN
67.934,SP.DYN.LE00.IN,PSE,False,YR1990,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1989,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1988,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1987,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1986,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1985,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1984,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1983,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1982,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1981,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1980,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1979,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1978,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1977,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1976,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1975,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1974,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1973,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1972,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1971,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1970,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1969,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1968,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1967,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1966,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1965,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1964,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1963,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1962,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1961,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,PSE,False,YR1960,SP.DYN.LE00.IN
,SP.DYN.LE00.IN,VIR,False,YR2023,SP.DYN.LE00.IN
80.319512195122,SP.DYN.LE00.IN,VIR,False,YR2022,SP.DYN.LE00.IN
80.0682926829268,SP.DYN.LE00.IN,VIR,False,YR2021,SP.DYN.LE00.IN
79.819512195122,SP.DYN.LE00.IN,VIR,False,YR2020,SP.DYN.LE00.IN
79.6682926829268,SP.DYN.LE00.IN,VIR,False,YR2019,SP.DYN.LE00.IN
79.5195121951219,SP.DYN.LE00.IN,VIR,False,YR2018,SP.DYN.LE00.IN
79.3682926829268,SP.DYN.LE00.IN,VIR,False,YR2017,SP.DYN.LE00.IN
79.1682926829268,SP.DYN.LE00.IN,VIR,False,YR2016,SP.DYN.LE00.IN
79.0170731707317,SP.DYN.LE00.IN,VIR,False,YR2015,SP.DYN.LE00.IN
78.8682926829268,SP.DYN.LE00.IN,VIR,False,YR2014,SP.DYN.LE00.IN
78.7170731707317,SP.DYN.LE00.IN,VIR,False,YR2013,SP.DYN.LE00.IN
78.5170731707317,SP.DYN.LE00.IN,VIR,False,YR2012,SP.DYN.LE00.IN
78.3170731707317,SP.DYN.LE00.IN,VIR,False,YR2011,SP.DYN.LE00.IN
77.8658536585366,SP.DYN.LE00.IN,VIR,False,YR2010,SP.DYN.LE00.IN
77.5146341463415,SP.DYN.LE00.IN,VIR,False,YR2009,SP.DYN.LE00.IN
77.1634146341463,SP.DYN.LE00.IN,VIR,False,YR2008,SP.DYN.LE00.IN
76.8634146341463,SP.DYN.LE00.IN,VIR,False,YR2007,SP.DYN.LE00.IN
78.3243902439024,SP.DYN.LE00.IN,VIR,False,YR2006,SP.DYN.LE00.IN
77.4219512195122,SP.DYN.LE00.IN,VIR,False,YR2005,SP.DYN.LE00.IN
77.7731707317073,SP.DYN.LE00.IN,VIR,False,YR2004,SP.DYN.LE00.IN
77.5219512195122,SP.DYN.LE00.IN,VIR,False,YR2003,SP.DYN.LE00.IN
77.5219512195122,SP.DYN.LE00.IN,VIR,False,YR2002,SP.DYN.LE00.IN
77.6219512195122,SP.DYN.LE00.IN,VIR,False,YR2001,SP.DYN.LE00.IN
76.619512195122,SP.DYN.LE00.IN,VIR,False,YR2000,SP.DYN.LE00.IN
72.1968536585366,SP.DYN.LE00.IN,VIR,False,YR1999,SP.DYN.LE00.IN
72.3258292682927,SP.DYN.LE00.IN,VIR,False,YR1998,SP.DYN.LE00.IN
72.2032926829268,SP.DYN.LE00.IN,VIR,False,YR1997,SP.DYN.LE00.IN
72.3873170731707,SP.DYN.LE00.IN,VIR,False,YR1996,SP.DYN.LE00.IN
72.0099756097561,SP.DYN.LE00.IN,VIR,False,YR1995,SP.DYN.LE00.IN
71.9951219512195,SP.DYN.LE00.IN,VIR,False,YR1994,SP.DYN.LE00.IN
71.8177073170732,SP.DYN.LE00.IN,VIR,False,YR1993,SP.DYN.LE00.IN
71.652243902439,SP.DYN.LE00.IN,VIR,False,YR1992,SP.DYN.LE00.IN
71.4517804878049,SP.DYN.LE00.IN,VIR,False,YR1991,SP.DYN.LE00.IN
71.2504634146341,SP.DYN.LE00.IN,VIR,False,YR1990,SP.DYN.LE00.IN
71.0024634146341,SP.DYN.LE00.IN,VIR,False,YR1989,SP.DYN.LE00.IN
70.7632682926829,SP.DYN.LE00.IN,VIR,False,YR1988,SP.DYN.LE00.IN
70.3379024390244,SP.DYN.LE00.IN,VIR,False,YR1987,SP.DYN.LE00.IN
70.0175609756098,SP.DYN.LE00.IN,VIR,False,YR1986,SP.DYN.LE00.IN
69.7428048780488,SP.DYN.LE00.IN,VIR,False,YR1985,SP.DYN.LE00.IN
69.5295365853659,SP.DYN.LE00.IN,VIR,False,YR1984,SP.DYN.LE00.IN
69.3245609756098,SP.DYN.LE00.IN,VIR,False,YR1983,SP.DYN.LE00.IN
69.1064146341463,SP.DYN.LE00.IN,VIR,False,YR1982,SP.DYN.LE00.IN
68.695512195122,SP.DYN.LE00.IN,VIR,False,YR1981,SP.DYN.LE00.IN
68.5291463414634,SP.DYN.LE00.IN,VIR,False,YR1980,SP.DYN.LE00.IN
68.2202195121951,SP.DYN.LE00.IN,VIR,False,YR1979,SP.DYN.LE00.IN
68.0486341463415,SP.DYN.LE00.IN,VIR,False,YR1978,SP.DYN.LE00.IN
67.8813414634146,SP.DYN.LE00.IN,VIR,False,YR1977,SP.DYN.LE00.IN
67.6617804878049,SP.DYN.LE00.IN,VIR,False,YR1976,SP.DYN.LE00.IN
67.4678048780488,SP.DYN.LE00.IN,VIR,False,YR1975,SP.DYN.LE00.IN
67.2836829268293,SP.DYN.LE00.IN,VIR,False,YR1974,SP.DYN.LE00.IN
67.0704878048781,SP.DYN.LE00.IN,VIR,False,YR1973,SP.DYN.LE00.IN
66.3898780487805,SP.DYN.LE00.IN,VIR,False,YR1972,SP.DYN.LE00.IN
66.1832195121951,SP.DYN.LE00.IN,VIR,False,YR1971,SP.DYN.LE00.IN
65.8386829268293,SP.DYN.LE00.IN,VIR,False,YR1970,SP.DYN.LE00.IN
65.7591951219512,SP.DYN.LE00.IN,VIR,False,YR1969,SP.DYN.LE00.IN
65.6371707317073,SP.DYN.LE00.IN,VIR,False,YR1968,SP.DYN.LE00.IN
65.2239512195122,SP.DYN.LE00.IN,VIR,False,YR1967,SP.DYN.LE00.IN
64.9280243902439,SP.DYN.LE00.IN,VIR,False,YR1966,SP.DYN.LE00.IN
65.273,SP.DYN.LE00.IN,VIR,False,YR1965,SP.DYN.LE00.IN
64.6180731707317,SP.DYN.LE00.IN,VIR,False,YR1964,SP.DYN.LE00.IN
63.4234878048781,SP.DYN.LE00.IN,VIR,False,YR1963,SP.DYN.LE00.IN
